Trial ID,Warning Message
LBCTR2018120174,Warning: The &lt;i_freetext&gt; tag exceeded the allowed limit. It will be truncated at 2997 characters...
LBCTR2025075755,Warning: The &lt;i_code&gt; tag exceeded the allowed limit. It will be truncated at 252 characters...
LBCTR2025075755,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2025075755,Warning: The container &lt;source_support&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;intervention_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;intervention_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;primary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,Warning: The container &lt;source_support&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023035313,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2023035313,"Warning: The &lt;country2&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;intervention_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;intervention_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;primary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,Warning: The container &lt;source_support&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2022095114,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022095114,"Warning: The &lt;country2&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2022105085,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;intervention_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;intervention_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;primary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,Warning: The container &lt;source_support&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020124720,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;country1&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;telephone&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;email&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2020124720,"Warning: The &lt;country2&gt; tag is empty. It is recommended to fill it in, but it is not mandatory."
LBCTR2025035706,Warning: The &lt;i_freetext&gt; tag exceeded the allowed limit. It will be truncated at 2997 characters...
LBCTR2025035706,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
LBCTR2025035706,Warning: The &lt;inclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2025035706,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2024015502,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
LBCTR2024015502,Warning: The &lt;inclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2024015502,Warning: The &lt;exclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2024015502,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2020030186,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
LBCTR2020030186,Warning: The &lt;exclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2023115331,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
LBCTR2023115331,Warning: The &lt;inclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2023115331,Warning: The &lt;i_code&gt; tag exceeded the allowed limit. It will be truncated at 252 characters...
LBCTR2023115331,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023045220,Warning: The &lt;exclusion_criteria&gt; tag exceeded the allowed limit. It will be truncated at 3997 characters...
LBCTR2023045220,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
LBCTR2023045220,Warning: The container &lt;source_support&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
